Module,Question (English),Answer (English),Service,Question (Arabic),Answer (Arabic),Keywords
 Usufruct / Musataha,What are the fees for off-plan Usufruct registration?,"2% of the sale value for both the seller and buyer, plus AED 10 knowledge and AED 10 innovation fees.",Registration Trustee,ما هي الرسوم لتسجيل حق الانتفاع للعقارات قيد الإنشاء؟,2% من قيمة البيع لكل من البائع والمشتري، بالإضافة إلى 10 دراهم لرسوم المعرفة و 10 دراهم لرسوم الابتكار.,"Off-Plan Usufruct, Registration, Fees"
 Usufruct / Musataha,How long can a Usufruct lease last?,Up to 99 years for long-term leases.,Registration Trustee,كم يمكن أن يستمر عقد الإيجار لحق الانتفاع؟,حتى 99 عامًا للعقود طويلة الأجل.,"Usufruct, Lease, Duration, Long-term"
 Usufruct / Musataha,How long can a Musataha agreement last?,Up to 50 years.,Registration Trustee,كم يمكن أن يستمر عقد المساطحة؟,حتى 50 عامًا.,"Musataha, Agreement, Duration"
eNOC ,What happens if the Usufruct period ends?,"The property usage returns to the actual owner, and termination documents must be submitted.",Registration Trustee,ماذا يحدث إذا انتهت فترة حق الانتفاع؟,يعود استخدام العقار إلى المالك الفعلي، ويجب تقديم مستندات إنهاء.,"Usufruct, Termination, Property Usage"
issuing a title deed,Is an eNOC mandatory for Usufruct registration?,"Yes, an eNOC is required from the developer for properties in freehold areas.",Registration Trustee,هل شهادة عدم الممانعة الإلكترونية ضرورية لتسجيل حق الانتفاع؟,نعم، تتطلب شهادة عدم الممانعة الإلكترونية من المطور للعقارات في المناطق القابلة للتملك الحر.,"eNOC, Usufruct, Registration, Freehold Areas"
map issue,What is the fee for issuing a title deed?,"AED 250 for title deed issuance, plus AED 10 knowledge and AED 10 innovation fees.",Registration Trustee,ما هي رسوم إصدار سند الملكية؟,250 درهم لإصدار سند الملكية، بالإضافة إلى 10 دراهم لرسوم المعرفة و 10 دراهم لرسوم الابتكار.,"Title Deed, Fee, Issuance, Dubai, Knowledge Fee, Innovation Fee"
map issue,What is the fee for issuing a real estate unit map?,"AED 250 for each unit or villa map, plus AED 10 knowledge and AED 10 innovation fees.",Registration Trustee,ما هي رسوم إصدار خريطة وحدة أو فيلا عقارية؟,250 درهم لكل خريطة وحدة أو فيلا، بالإضافة إلى 10 دراهم لرسوم المعرفة و 10 دراهم لرسوم الابتكار.,"Real Estate Unit, Villa Map, Fee, Issuance, Knowledge Fee, Innovation Fee"
Fees,What is the fee for issuing a land map?,"AED 100 per land map, plus AED 10 knowledge and AED 10 innovation fees.",Registration Trustee,ما هي رسوم إصدار خريطة الأرض؟,100 درهم لكل خريطة أرض، بالإضافة إلى 10 دراهم لرسوم المعرفة و 10 دراهم لرسوم الابتكار.,"Land Map, Fee, Issuance, Dubai, Knowledge Fee, Innovation Fee"
Completed Delayed Sale,Are there additional charges besides the title deed fee?,"Yes, fees for map issuance and standard knowledge and innovation fees apply.",Registration Trustee,هل هناك رسوم إضافية بخلاف رسوم سند الملكية؟,نعم، تطبق رسوم إصدار الخرائط ورسوم المعرفة والابتكار القياسية.,"Additional Charges, Title Deed, Map Issuance, Knowledge Fee, Innovation Fee"
title deed issuance ,"What documents are needed for the ""Completed Delayed Sale"" service?",Documents typically include proof of full payment and a request from the developer for title deed issuance.,Registration Trustee,"ما هي المستندات المطلوبة لخدمة ""استكمال بيع مؤجل""؟",تتضمن المستندات عادةً إثبات الدفع الكامل وطلب من المطور لإصدار سند الملكية.,"Completed Delayed Sale, Documents, Payment Proof, Developer Request, Title Deed"
map issue,How long does the title deed issuance process take?,The timeline depends on the developer's processing and submission of required documents.,Registration Trustee,كم من الوقت يستغرق عملية إصدار سند الملكية؟,يعتمد الوقت على معالجة المطور وتقديم المستندات المطلوبة.,"Title Deed, Issuance Process, Timeframe, Developer"
Usufruct / Musataha ,Is the map fee mandatory for every property type?,"Yes, map fees apply to all property types but vary (AED 250 for units/villas, AED 100 for land).",Registration Trustee,هل رسوم الخريطة إلزامية لكل نوع من العقارات؟,نعم، تطبق رسوم الخرائط على جميع أنواع العقارات ولكن تختلف (250 درهم للوحدات/الفيلات، 100 درهم للأراضي).,"Map Fee, Property Types, Mandatory, Units, Villas, Land"
Usufruct Registration,Can I apply Usufruct / Musataha in Dubai?,"Yes, ""Usufruct Registration / Musataha"" allows customers to apply for long-term use or building rights on property for up to 99 or 50 years, respectively.",Registration Trustee,هل يمكنني التقديم لحق الانتفاع / المساطحة في دبي؟,"نعم، يسمح ""تسجيل حق الانتفاع / المساطحة"" للعملاء بالتقديم لاستخدام طويل الأمد أو حقوق بناء على العقار لمدة تصل إلى 99 أو 50 عامًا على التوالي.","Usufruct, Musataha, Dubai, Long-term Use, Building Rights, Registration"
Usufruct / Musataha,What are the requirements for Usufruct Registration?,"An electronic No Objection Certificate (eNOC) from the developer, Emirates ID, and Power of Attorney if applicable, are needed.",Registration Trustee,ما هي المتطلبات لتسجيل حق الانتفاع؟,تحتاج إلى شهادة عدم ممانعة إلكترونية (eNOC) من المطور، بطاقة الهوية الإماراتية، وتوكيل إذا كان ذلك مناسبًا.,"Usufruct, Registration, Requirements, eNOC, Emirates ID, Power of Attorney"
Usufruct / Musataha,How to Usufruct / Musataha a property in Dubai?,"Apply for the ""Usufruct Registration / Musataha"" service to register usage or building rights.",Registration Trustee,كيف يمكنني الحصول على حق الانتفاع / المساطحة على عقار في دبي؟,"قدم طلبًا لخدمة ""تسجيل حق الانتفاع / المساطحة"" لتسجيل حقوق الاستخدام أو البناء.","Usufruct, Musataha, Registration, Building Rights, Service"
payment method,What is the cost of registering Usufruct / Musataha?,"Fees range from 1% of Musataha value to 2% of rental value for long-term leases, plus AED 10 knowledge and AED 10 innovation fees per transaction.",Registration Trustee,ما هي تكلفة تسجيل حق الانتفاع / المساطحة؟,تتراوح الرسوم من 1% من قيمة المساطحة إلى 2% من قيمة الإيجار للعقود طويلة الأجل، بالإضافة إلى 10 دراهم لرسوم المعرفة و 10 دراهم لرسوم الابتكار لكل معاملة.,"Usufruct, Musataha, Registration, Cost, Fees, Long-term Leases"
payment method,What payment methods are allowed?,"The allowed payment methods are Cheque, Cash, Online Payment, and Credit Card.",Registration Trustee,ما هي طرق الدفع المتاحة؟,طرق الدفع المتاحة هي الشيكات، النقد، الدفع عبر الإنترنت، وبطاقة الائتمان,"Payment methods, cheque, cash, online payment, credit card, transaction options"
Rental Dispute Centre,What procedures are taken when registering a joint ownership execution file by the management company?,Lease and sale procedures for the property are blocked due to non-payment of joint ownership fees.,Rental Dispute Centre,ما هي الإجراءات التي يتم اتخاذها عند تسجيل ملف تنفيذ لملكية مشتركة من قبل شركة الإدارة ؟ ,يتم حظر إجراءات إيجاري و إجراءات البيع للعقار لعدم دفع رسوم الملكية المشتركة ,"OA block , Tabu block , Ejari Block , OA cases "
Rental Dispute Centre,What should I do if the tenant uses the property for a purpose other than that for which it was intended?,"The landlord has the right to request eviction under certain conditions, including sending a legal notice to the tenant to vacate for not using the rented property for the purpose for which it was designated.",Rental Dispute Centre,ماذا أفعل في حال استخدام المستأجر للعقار لغرض الغير مخصص لأجله ؟,يحق للمؤجر طلب الاخلاء بشروط معينة منها إرسال إنذار عدلي للمستأجر للاخلاء لعدم استخدام العين المؤجرة للغرض المخصص لأجله ,"Eviction, legal notice, purpose of rent "
Rental Dispute Centre,What are the steps of execution eviction?,"1- Ensure that there are no issues, appeals, or requests for a postponement, then communicate with the parties involved two days before the scheduled eviction date. 2- Premise evacuation 3- If the premises are vacant, evacuate the premises and replace the lock at the expense of the applicant. Allow the respondent to collect only their personal belongings. 4-If the premises are occupied, break and replace the lock at the expense of the applicant. 5- Inventory and Appraisal Phase 6- Appoint the applicant as a judicial custodian If inventory and appraisal cannot be conducted, assign an expert to perform the inventory and appraisal of the assets. The eviction process will be paused until the expert completes their report through the financial department.""",Rental Dispute Centre,ما هي خطوات إجراء تنفيذ الاخلاء ؟,1- التأكد من عدم وجود إشكال أو استئناف أو طلب مهلة تأجيل ثم التواصل مع الأطراف قبل الموعد بيومين,"execution eviction ,execution  , eviction"
Rental Dispute Centre,What are the steps to issue an order based on a petition?,"1- Receive the request and verify the documents through the system 2- If there are any deficiencies, the request is returned to provide the necessary data and documents 3- After approval, the request is forwarded to the judge for urgent and temporary matters 4- Transmitting the decision to the parties through the system does not require any fee payment",Rental Dispute Centre,,,
Rental Dispute Centre,When does the landlord have the right to increase the rent on the tenant?,"The landlord has the right to increase the rent each year if two conditions are met: 1- Notifying the tenant at least ninety days before the end of the contract, unless another duration is agreed upon. 2- Provide evidence of entitlement to the increase, such as a rent adjustment calculator.",Rental Dispute Centre,متى يحق للمؤجر زيادة الايجار على المستأجر ؟,يحق للمؤجر زيادة الايجار كل سنة إذا توافر الشرطين :,"rent increment, increase rent, raise rent  "
Rental Dispute Centre,What should I do if I am evicted from the property for personal use or sale and it turns out that the property has been re-rented by the same landlord?,"You can file a preliminary lawsuit for compensation, as the landlord is not allowed to rent the property for two years.",Rental Dispute Centre,ماذا أفعل في حال تم إخلائي من العقار للاستخدام الشخصي أو البيع و تبين إعادة تأجير العقار من قبل المؤجر نفسه ؟ ,بإمكانك فتح دعوى ابتدائية للتعويض حيث أنه لا يجوز للمؤجر تأجير العقار لمدة عامين,"sale , eviction notice "
Rental Dispute Centre,What are the procedures for evicting a tenant for personal use?,Sending a legal notice to the tenant for personal use 12 months before eviction,Rental Dispute Centre,ما هي إجراءات اخلاء المستأجر للاستخدام الشخصي ؟ ,إرسال إنذار عدلي للمستأجر للاستخدم الشخصي قبل الاخلاء ب 12 شهر ,
Rental Dispute Centre,What are the steps to reach reconciliation and agreement waiver?,"1- Receive the dispute files and study them, then communicate with both parties to reach amicable solutions 2- If communication or agreement fails, the dispute is referred to a specialized committee, and a Court hearing date is set 3- If communication and agreement are successful, the agreement or waiver is drafted and presented to both parties for modifications or approval, then approved by the designated mediator 4- After that, the judge must approve the agreement 5- Finally, you need to click on the ""Refund Order"" field and then close the Lawsuit in the system",Rental Dispute Centre,ما هي خطوات إجراء الصلح و الوصول إلى اتفاقية أو تنازل ؟ ,1- استلام ملفات النزاع  و دراستها و التواصل مع طرفي النزاع للوصول إلى حلول ودية,
Rental Dispute Centre,What is a rental good conduct certificate?,It is a service that enables the tenant or landlord to inquire about the rental status of the other party for the purpose of renting or leasing the owned property.,Rental Dispute Centre,ما هي صحيفة الحالة الايجارية ؟ ,هي خدمة تمكن المستأجر أو المؤجر الاستعلام عن الحالة الايجارية للطرف الاخر بغرض تأجير أو استئجار العقار المملوك ,
Rental Dispute Centre,What is self verdict?,"It is a service that enables obtaining an independent ruling in an eviction case due to non-payment, for guidance only.",Rental Dispute Centre,ما هو الحكم الذاتي ؟,هي خدمة تمكن الحصول على الحكم الذاتي في دعاوي الاخلاء لعدم السداد للاسترشاد فقط ,
Rental Dispute Centre,Can I change the terms of the lease when renewing?,Either party may change or modify the terms of the contract by mutual consent.,Rental Dispute Centre,هل بإمكاني تغيير شروط عقد الايجار عند التجديد ؟,بإمكان أحد الأطراف تغيير أو تعديل شروط العقد بالتراضي ,
Rental Dispute Centre,"If the landlord does not pay the insurance written in the lease contract when vacating the property, what should I do?",You can file a claim payment Writ to recover the insurance amount.,Rental Dispute Centre,في حال عدم دفع المؤجر للتأمين المكتوب في عقد الايجار عند إخلاء العقار ، ماذا يجب أن أفعل ؟ ,بإمكانك فتح دعوى أمر أداء لأاسترداد مبلغ التأمين ,
Rental Dispute Centre,What are the payment methods to benefit from rental dispute resolution services?,My Wallet Credit Card Cash (Amin Service Center) Al Ansari Exchange,Rental Dispute Centre,ما هي طرق الدفع للاستفادة من خدمات فض المنازعات الايجارية ؟ ,محفظ نقودي,
Rental Dispute Centre,What is self execution?,"It is a service that facilitates real estate management companies to claim joint ownership service fees, and the ban is removed and the file is closed automatically when the joint ownership fees are paid by the owner.",Rental Dispute Centre,ما هو التنفيذ الذاتي ؟ ,هي خدمة تسهل على شركات الإدارة العقارية المطالبة برسوم الخدمات الملكية المشتركة و يتم إزالة الحظر و غلق الملف بشكل تلقائي وعند دفع رسوم الملكبة المشتركة من قبل المالك ,
Rental Dispute Centre,What do I do if tenant do not pay the rent?,"In case the tenant does not pay the rent, you can follow the following steps to ensure your rights: 1. Contact the tenant 2. Send a legal notice to return the check for eviction due to non-payment 3. File a lawsuit at the Rental Disputes Settlement Center for eviction due to non-payment",Rental Dispute Centre,ماذا أفعل في حال عدم دفع سداد القيمة الايجارية ؟  ,في حال عد م سداد القيمة الايجارية من المستأجر، يمكنك اتباع الخطوات التالية لضمان حقوقك:,
Rental Dispute Centre,How to open an account on the rental dispute system to follow up on my cases?,You can open an account using your Emirates ID number or your unified number if you are an individual or using your commercial license number if the party is a company.,Rental Dispute Centre,كيفية فتح حساب على نظام فض المنازعات لمتابعة الدعاوي الخاصة بي ؟ ,بإمكانك فتح حساب من خلال رقم الهوية الإماراتية أو الرقم الموحد الخاص بك في حال كنت فرد أو من خلال رقم الرخصة التجارية في حال كان الطرف شركة ,
Rental Dispute Centre,What are the requirements for opening an appeal?,"The appeal file must be opened within (15 days) of the initial ruling, the appeal ruling, and the performance order decision, calculated from the day following the issuance of the initial ruling (in person) or from the date of announcing the ruling (in absentia), and the appeal deposit must be paid, which is half the amount ruled against (the convicted person) in the ruling issued by the initial committees (in the event that the lawsuit includes a financial claim).",Rental Dispute Centre,ما هي متطلبات فتح دعوى استئناف ؟ ,يجب فتح ملف الاستئناف خلال   (15يوم) من الحكم الابتدائي وحكم الالتماس وقرار أمر الأداء، تحسب من اليوم التالي لصدور الحكم الابتدائي (الحضوري) أو من تاريخ إعلان الحكم (الغيابي)، و يجب أن يتم سداد تأمين الاستئناف وهو عبارة عن نصف المبلغ المحكوم به على (المحكوم عليه) في الحكم الصادر في اللجان الابتدائية (في حال تضمن الدعوى مطالبة مالية),
Rental Dispute Centre,What is petition on order?,"The order on petition is a type of urgent request that allows the customer to file a request with the judge of urgent matters to issue a temporary procedure binding on both parties, for example: renewing a commercial license, reconnecting services (water and electricity), activating the building and parking entry card, issuing a new residence, renewing the residence, proving the status of a sublease, proving the status of damages in the rented property, or inspecting the rented property.",Rental Dispute Centre,ما هو  الأمر على عريضة ؟,الأمر على عريضة نوع من أنواع الطلبات المستعجلة التي تتيح للمتعامل قيد طلب لقاضي الأمور المستعجلة لإصدار إجراء وقتي ملزم للطرفين مثال: تجديد رخصة التجارية أو إعادة توصيل الخدمات (مياه وكهرباء) أو تفعيل بطاقة دخول المبنى والمواقف أو إصدار إقامة جديدة أو تجديد الإقامة أو إثبات حالة تأجير من الباطن أو إثبات حالة الأضرار الموجودة في المأجور أو معاينة المأجور.,
Rental Dispute Centre,What is the offer and deposit?,Offer and deposit is a type of urgent request that allows the customer to file a request with the judge of urgent matters to issue an order to offer the rental value or keys in favor of the landlord without prejudice to rental rights.,Rental Dispute Centre,ما هو العرض و الإيداع ؟ ,العرض و الإيداع هو نوع من أنواع الطلبات المستعجلة التي تتيح  للمتعامل قيد طلب لقاضي الأمور المستعجلة لإصدار أمر بعرض القيمة الايجارية او المفاتيح لصالح المؤجر دون المساس بالحقوق الإيجارية.,
Rental Dispute Centre,What are the fees of offer and deposit case?,50 AED bid and deposit fee 10 AED knowledge fee 10 AED innovation fee,Rental Dispute Centre,ما هي رسوم طلب العرض و الإيداع ؟ ,رسم عرض وإيداع 50 درهم,
Rental Dispute Centre,In case of a bounced rent check? What can I do to secure my rights as a landlord?,You can open direct check execution and follow up on execution procedures against the tenant.,Rental Dispute Centre,في حال ارتجاع شيك إيجار ؟ ماذا بإمكاني أن أفعل لضمان حقوقي كمؤجر ؟ ,بإمكانك فتح تنفيذ شيكات مباشرة و متابعة إجراءات التنفيذ ضد المستأجر ,
Rental Dispute Centre,Can I attend the sessions without having an account on the Rental Dispute System?,"Yes, as attendance at the sessions is done through Microsoft Teams links, there is no need to register an account on the system to enter the session.",Rental Dispute Centre,هل بإمكاني حضور  الجلسات من دون وجود حساب على نظام فض المنازعات الايجارية ؟ ,نعم ، حيث أن حضور الجلسات تتم من خلال روابط مايكروسوفت تيمز ز ليس هناك حاجة لتسجيل حساب على النظام للادخول إلى الجلسة ,
Rental Dispute Centre,What is the rental value fee until the actual eviction date?,The rental value fee until the actual eviction date is a government fee calculated through the period that the judge ruled for the financial claim from the starting date until the eviction date and is calculated through 3.5% of the value of the financial claim,Rental Dispute Centre,ما هو رسم القيمة الايجارية حتى تاريخ  الاخلاء الفعلي ؟ ,رسم القيمة الايجارية حتى تاريخ الاخلاء الفعلي هو عبارة عن رسم حكومي يتم حسابه من خلال المدة التي حكم بها القاضي للمطالبة المالية من التاريخ البداية حتى تاريخ الاخلاء و يتم حسابه من خلال 3.5% من قيمة المطالبة المالية ,
Rental Dispute Centre,What happens if the plaintiff does not attend the first session of the lawsuit he registered?,The committee will cancel the case.,Rental Dispute Centre,ماذا سيحدث في حال عدم حضور المدعي للجلسة الأولى من الدعوى التي قام بتسجيلها ؟ ,ستقوم اللجنة بشطب الدعوى ,
Rental Dispute Centre,What if the mobile number or email address is not up to date for my ID? What should I do to register an account on the Rental Dispute Resolution System?,You can update your Emirates ID contact details through Amer centres or you can register an account using the digital ID.,Rental Dispute Centre,ماذا في حال رقم الجوال أو البريد الالكتروني غير محدثيين للهوية الخاصة بي ماذا أفعل لتسجيل حساب على نظام فض المنازعات الايجارية ؟ ,بإمكانك تحديث البيانات التواصل الخاصة بالهوية الإماراتية من خلال مراكز آمر أو بإمكانك تسجيل حساب باستخدام الهوية الرقمية ,
Rental Dispute Centre,What is the objective enforcement dispute service?,"The objective execution dispute allows the customer to file a subject execution dispute lawsuit on the check execution files opened at the center and refer to the first degree, and the original lawsuit is the execution file.",Rental Dispute Centre,ما هي خدمة منازعة التنفيذ الموضوعية ؟ ,منازعة التنفيذ الموضوعية تتيح للمتعامل قيد دعوى منازعة تنفيذ موضوعية على ملفات تنفيذ الشيكات المفتوحة لدى المركز و الرجوع للدرجة الأولى و يكون الدعوى الاصلية هي ملف التنفيذ,
Rental Dispute Centre,What are the fees for a substantial enforcement case?,"5000 dirhams deposit for the subject execution dispute file 100 dirhams advertisement fee 25 dirhams agency registration fee if any 10 dirhams knowledge fee 10 dirhams innovation fee In the event of submitting the application at the real estate services trustees centers Additionally, service partner fees of 130 dirhams + value added tax on service partner fees",Rental Dispute Centre,ما هي رسوم دعوى منازعة التنفيذ الموضوعية ؟ ,5000 درهم أمانة قيد ملف منازعة التنفيذ الموضوعية,
Rental Dispute Centre,How can I add a legal representative to represent me in the lawsuit?,"The party itself can add a legal representative by going to the electronic requests box in the same case and adding the agency data, or through the legal representative’s account and through the general electronic requests box in the case investigation location and choosing the party and entering the agency data",Rental Dispute Centre,كيف يمكنني إضافة ممثل قانوني يمثلني في الدعوى ؟ ,بإمكان الطرف نفسه إضافة ممثل قانوني من خلال الذهاب إلى خانة الطلبات الالكترونبة في الدعوى نفسها و إضافة بيانات الزكالة ، أو من خلال حساب الممثل القانوين و من خلال خانة الطلبات الالكترونية العامة بغمكانة البحق عن الدعوى و اختيار الطرف و ادخال بيانات الوكالة ,
Rental Dispute Centre,Can I refer the case to conciliation while the case is in progress?,"If the case is not reserved for judgment, you can ask the judge to refer the case for reconciliation to reach an agreement between the two parties.",Rental Dispute Centre,هل بإمكاني إحالة الدعوى اللصلح أثناء سير الدعوى ؟ ,في حال عدم حجز الدعوى للحكم بإمكانك الطلب من القاضي إحالة الدعوى للصلح للوصول إلى اتفاقية بين الطرفين ,
Rental Dispute Centre,What should I do if the landlord rejects the offer and deposit?,"If the landlord rejects the offer and the deposit and it is approved by the judge, you can file a preliminary lawsuit to renew the lease contract.",Rental Dispute Centre,ماذا أفعل في حال رفض المؤجر العرض و الإيداع ؟ ,في حال رفض المؤجر العرض و الإيداع و تم الموافقة عليه من قبل القاضي ، بإمكانك فتح دعوى ابتدائية لتجديد عقد الايجار,
Rental Dispute Centre,What should I do if the management company refuses to give me a parking card to enter and use the property’s facilities?,You can open a request for an order on a petition and present the problem to the judge of urgent matters.,Rental Dispute Centre,ماذا أفعل في حال رفض شركة الإدارة تسليمي بطاقة المواقف للدخول و الاستفادة من مرافق العقار ؟,بإمكانك فتح طلب أمر على عريضة و عرض المشكلة على قاضي الأمور المستعجلة ,
Rental Dispute Centre,What should I do if there is a fire and I want to report the fire as soon as possible?,You can open a request for an order on a petition and present the problem to the judge of urgent matters to get the expert report.,Rental Dispute Centre,ماذا أفعل في حال وجود حريق و أردت تقرير عن الحريق الحاصل بأسرع وقت ؟,بإمكانك فتح طلب أمر على عريضة و عرض المشكلة على قاضي الأمور المستعجلة لاستخراج تقرير الخبير ,
Rental Dispute Centre,What are the fees for registering a dispute file?,"3.5% of the annual rental value or the value of the rent if it is less than or more than a year in the event that the request is a case for eviction - Registration of a lease renewal lawsuit - Registration of a rent lawsuit - Registration of a lawsuit for rescission of a valid lease contract - Registration of a lawsuit for a property that was previously vacated for demolition and reconstruction and The minimum fee should not be less than 500 and not more than 20,000 dirhams 3.5% of the value of the financial claim, in the event that the request is a financial claim, that the minimum fee is not less than 500 and not more than 15,000 dirhams.",Rental Dispute Centre,ما هي رسوم تسجيل ملف النزاع ,3.5 % من القيمة الإيجارية السنوية أو قيمة الأجرة إذا قلت أو زادت عن سنة في حال كان الطلب قيد دعوى إخلاء – قيد دعوى تجديد عقد إيجار – قيد دعوى إيجار – قيد دعوى فسخ عقد إيجار ساري – قيد دعوى لعين سبق إخلائها للهدم وإعادة البناء و أن لا يقل الرسم في حده الأدنى عن 500 ولا يزيد عن 20000 درهم,Dispute Fee
Rental Dispute Centre,When I can merge a cases?,In the event that it was the same property and the same parties,Rental Dispute Centre,متى يتم ضم الدعاوي ,في حال كان نفس المأجور و نفس الأطراف ,Inclusion of claims
Rental Dispute Centre,Can I register a claim without having a tenancy contract,Yes,Rental Dispute Centre,هل يمكنني تسجيل دعوى من دون وجود عقد إيجاري,نعم ,No contract
Rental Dispute Centre,What is the Rental Dispute Resolution Center?,"It is an authority specialized in resolving disputes related to rental contracts between the landlord and the tenant, and aims to resolve disputes in a quick and effective manner in accordance with applicable laws.",Rental Dispute Centre,ما هو مركز فض المنازعات الإيجارية؟,هو جهة مختصة بالفصل في النزاعات المتعلقة بعقود الإيجار بين المؤجر والمستأجر، ويهدف إلى حل النزاعات بطريقة سريعة وفعالة وفقًا للقوانين المعمول بها.,
Rental Dispute Centre,In what cases can a lease be terminated?,"Failure of one party to comply with the terms of the contract. Expiration of the contract term without renewal. Illegal use or misuse of the property. Formal notice to vacate according to the period specified in the contract or the law.""",Rental Dispute Centre,ما هي الحالات التي يمكن فيها إنهاء عقد الإيجار؟,عدم التزام أحد الأطراف ببنود العقد.,
Rental Dispute Centre,Does the landlord have the right to enter the rented property without the tenant's permission?,"The landlord shall not enter the property without the tenant's consent, except in emergency situations or upon prior notice, as provided by law or the contract.",Rental Dispute Centre,هل يحق للمؤجر دخول العقار المؤجر دون إذن المستأجر؟,لا يحق للمؤجر دخول العقار دون موافقة المستأجر، إلا في حالات الطوارئ أو بموجب إشعار مسبق، وفقًا لما نص عليه القانون أو العقد.,
Rental Dispute Centre,What is the solution if the landlord increases the rent without notice?,"The landlord is not entitled to increase the rent except after notifying the tenant within the specified period, and in accordance with the rental increase index approved by the official authorities. In the event of non-compliance, a complaint may be filed at the Rental Dispute Settlement Center.",Rental Dispute Centre,ما هو الحل إذا قام المؤجر بزيادة الإيجار دون إشعار؟,لا يحق للمؤجر زيادة الإيجار إلا بعد إشعار المستأجر ضمن المهلة المحددة، ووفقًا لمؤشر الزيادة الإيجارية المعتمد من الجهات الرسمية. في حال عدم الالتزام، يمكن تقديم شكوى في مركز فض المنازعات الإيجارية.,
Rental Dispute Centre,What happens if the tenant or landlord dies during the term of the contract?,The lease contract is transferred to the heirs of the tenant or landlord with the obligation to abide by the terms of the original contract. The heirs may continue to implement the contract or terminate it in accordance with the law and the terms of the contract.,Rental Dispute Centre,ماذا يحدث إذا توفي المستأجر أو المؤجر خلال مدة العقد؟,ينتقل عقد الإيجار إلى ورثة المستأجر أو المالك مع الالتزام بشروط العقد الأصلية.,
Rental Dispute Centre,What happens if the tenant sublets the property without the landlord's consent?,Subletting the property without the landlord’s consent is considered a violation of the terms of the contract. The landlord has the right to terminate the contract and request the eviction of the property through the Rental Dispute Resolution Center.,Rental Dispute Centre,ماذا يحدث إذا قام المستأجر بتأجير العقار من الباطن دون موافقة المؤجر؟,يعتبر تأجير العقار من الباطن بدون موافقة المؤجر مخالفة لشروط العقد. يحق للمؤجر فسخ العقد وطلب إخلاء العقار عبر مركز فض المنازعات الإيجارية.,
Rental Dispute Centre,Can a claim be filed for damages resulting from misuse of the property?,"Yes, the landlord has the right to file a compensation claim if it is proven that there is damage to the property resulting from misuse by the tenant, provided that the damage is documented with reports and evidence.",Rental Dispute Centre,هل يمكن رفع دعوى تعويض عن الأضرار الناتجة عن الاستخدام السيئ للعقار؟,نعم، يحق للمؤجر رفع دعوى تعويض إذا ثبت وجود أضرار في العقار ناتجة عن سوء استخدام من قبل المستأجر، على أن يتم توثيق الأضرار بتقارير وإثباتات.,
Rental Dispute Centre,Does the landlord have the right to seize the tenant's property when the rent is not paid?,The landlord has no legal right to seize the tenant's property. The formal legal procedures must be followed and a claim must be filed at the Rental Dispute Settlement Center to recover the dues.,Rental Dispute Centre,هل يحق للمؤجر حجز ممتلكات المستأجر عند عدم سداد الإيجار؟,لا يحق للمؤجر قانونيًا حجز ممتلكات المستأجر. يجب اتباع الإجراءات القانونية الرسمية وتقديم دعوى في مركز فض المنازعات الإيجارية لاسترداد المستحقات.,
Rental Dispute Centre,What are the procedures followed when leasing the property for a purpose other than its intended purpose?,"This is considered a violation of the terms of the contract. The landlord has the right to terminate the contract and request eviction with compensation for damages, if any. This is done by filing an official lawsuit with the Rental Dispute Settlement Center.",Rental Dispute Centre,ما الإجراءات المتبعة عند تأجير العقار لغير الغرض المخصص له؟,يعتبر ذلك مخالفة لشروط العقد. يحق للمؤجر فسخ العقد وطلب الإخلاء مع تعويض عن الأضرار إن وُجدت. يتم ذلك عبر تقديم دعوى رسمية لدى مركز فض المنازعات الإيجارية.,
Rental Dispute Centre,In what cases can the tenant be evicted before the end of the contract?,Using the property for illegal purposes. Damaging or making alterations to the property without the landlord's consent. The tenant is late in paying rent after being formally notified. Subletting the property without permission.,Rental Dispute Centre,ما الحالات التي يحق فيها إخلاء المستأجر قبل انتهاء العقد؟,استخدام العقار لأغراض غير قانونية.,
Rental Dispute Centre,What is meant by joint ownership claims?,"Owner association cases are complaints or disputes that arise between owners of residential units or properties in shared buildings or between them and the property management, and relate to service fees, maintenance, shared use of facilities, or other financial obligations.",Rental Dispute Centre,ما المقصود بدعاوى الملكية المشتركة؟,دعاوى الملكية المشتركة هي الشكاوى أو النزاعات التي تنشأ بين ملاك الوحدات السكنية أو العقارات في المباني المشتركة أو بينهم وبين إدارة العقار، وتتعلق برسوم الخدمات، الصيانة، الاستخدام المشترك للمرافق، أو التزامات مالية أخرى.,
Rental Dispute Centre,What is meant by an appeal claim?,An appeal is a legal procedure that allows one of the parties to a dispute to request a review of the first-instance ruling at the Rental Disputes Settlement Centre before the Appeal Committee if he is dissatisfied with the ruling issued.,Rental Dispute Centre,ما المقصود بدعوى الاستئناف؟,دعوى الاستئناف هي إجراء قانوني يتيح لأحد أطراف النزاع طلب مراجعة حكم أول درجة في مركز فض المنازعات الإيجارية أمام لجنة الاستئناف إذا كان غير راضٍ عن الحكم الصادر.,
